# AREE gene identifier crosswalk — Magallana gigas (Crassostrea gigas), Pacific oyster (NCBI taxid 29159)
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Sources: NCBI Gene (gene_info) and UniProtKB. See the .provenance.json
# sidecar for source URLs, checksums, and coverage statistics.
# Current NCBI reference annotation at build time: GCF_963853765.1 (xbMagGiga1.1), annotation release GCF_963853765.1-RS_2024_06
# NOTE: orthogroup_id is intentionally empty — real orthogroups require an
# ortholog inference run and are not fabricated here.
ncbi_gene_id	ensembl_gene_id	uniprot_accession	uniprot_accessions_all	locus_id	gene_symbol	gene_synonyms	gene_description	gene_type	orthogroup_id
117691707				LOC117691707	LOC117691707		uncharacterized LOC117691707	protein-coding	
117691710				LOC117691710	LOC117691710		uncharacterized LOC117691710	ncRNA	
117691711				LOC117691711	LOC117691711		uncharacterized LOC117691711	protein-coding	
117691712				LOC117691712	LOC117691712		uncharacterized LOC117691712	ncRNA	
117691713				LOC117691713	LOC117691713		uncharacterized LOC117691713	ncRNA	
117691714				LOC117691714	LOC117691714		uncharacterized LOC117691714	protein-coding	
117691718				LOC117691718	LOC117691718		uncharacterized LOC117691718	ncRNA	
117691721				LOC117691721	LOC117691721		uncharacterized LOC117691721	ncRNA	
117691733				LOC117691733	LOC117691733		uncharacterized LOC117691733	ncRNA	
117691740				LOC117691740	LOC117691740		uncharacterized LOC117691740	protein-coding	
117691743	ENSBDJG00000015693			LOC117691743	LOC117691743		methylosome protein WDR77	protein-coding	
117691744	ENSBDJG00000016944			LOC117691744	LOC117691744		uncharacterized LOC117691744	protein-coding	
117691745				LOC117691745	LOC117691745		uncharacterized LOC117691745	protein-coding	
117691746				LOC117691746	LOC117691746		uncharacterized LOC117691746	ncRNA	
117691748				LOC117691748	LOC117691748		scavenger receptor class F member 1-like	protein-coding	
117691751				LOC117691751	LOC117691751		complement C1q-like protein 2	protein-coding	
117691754				LOC117691754	LOC117691754		uncharacterized LOC117691754	protein-coding	
117691755				LOC117691755	LOC117691755		complement C1q-like protein 4	protein-coding	
117691756				LOC117691756	LOC117691756		integrase/recombinase xerD homolog	protein-coding	
117691758				LOC117691758	LOC117691758		toll-like receptor 4	protein-coding	
117691761				LOC117691761	LOC117691761		coadhesin	protein-coding	
117691767				LOC117691767	LOC117691767		uncharacterized LOC117691767	ncRNA	
117691768				LOC117691768	LOC117691768		uncharacterized LOC117691768	ncRNA	
117691782				LOC117691782	LOC117691782		uncharacterized LOC117691782	protein-coding	
117691786				LOC117691786	LOC117691786		uncharacterized LOC117691786	ncRNA	
117691787				LOC117691787	LOC117691787		uncharacterized LOC117691787	ncRNA	
117691790				LOC117691790	LOC117691790		neuromedin-U receptor 2-like	protein-coding	
117691792				LOC117691792	LOC117691792		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117691793				LOC117691793	LOC117691793		arginine kinase	protein-coding	
117691794				LOC117691794	LOC117691794		uncharacterized LOC117691794	ncRNA	
117691796				LOC117691796	LOC117691796		E3 ubiquitin-protein ligase TRIM36	protein-coding	
117691800				LOC117691800	LOC117691800		uncharacterized LOC117691800	protein-coding	
117691809	ENSBDJG00000020267			LOC117691809	LOC117691809		uncharacterized LOC117691809	protein-coding	
117691810	ENSBDJG00000017965			LOC117691810	LOC117691810		protein TFG-like	protein-coding	
117691811	ENSBDJG00000016380			LOC117691811	LOC117691811		BTB/POZ domain-containing protein 17	protein-coding	
117691814	ENSBDJG00000016567			LOC117691814	LOC117691814		cell adhesion molecule DSCAM-like	protein-coding	
117691818				LOC117691818	LOC117691818		uncharacterized LOC117691818	protein-coding	
117691820				LOC117691820	LOC117691820		uncharacterized LOC117691820	protein-coding	
117691821				LOC117691821	LOC117691821		uncharacterized LOC117691821	ncRNA	
117691823	ENSBDJG00000018007			LOC117691823	LOC117691823		uncharacterized LOC117691823	ncRNA	
117691831				LOC117691831	LOC117691831		uncharacterized LOC117691831	ncRNA	
117691832				LOC117691832	LOC117691832		mannose-binding protein A-like	protein-coding	
117691836				LOC117691836	LOC117691836		uncharacterized LOC117691836	ncRNA	
117691837				LOC117691837	LOC117691837		uncharacterized LOC117691837	ncRNA	
117691838				LOC117691838	LOC117691838		uncharacterized LOC117691838	protein-coding	
117691842		A0A8W8J9M9	A0A8W8J9M9	LOC117691842	LOC117691842		TNF receptor-associated factor family protein DDB_G0272098-like	protein-coding	
117691843				LOC117691843	LOC117691843		uncharacterized LOC117691843	protein-coding	
117691846				LOC117691846	LOC117691846		uncharacterized LOC117691846	ncRNA	
117691853	ENSBDJG00000017574			LOC117691853	LOC117691853		uncharacterized LOC117691853	protein-coding	
117691854				LOC117691854	LOC117691854		uncharacterized LOC117691854	protein-coding	
117691856				LOC117691856	LOC117691856		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117691857	ENSBDJG00000018422			LOC117691857	LOC117691857		uncharacterized LOC117691857	ncRNA	
117691867		A0A8W8JKN4	A0A8W8JKN4	LOC117691867	LOC117691867		uncharacterized LOC117691867	protein-coding	
117691871				LOC117691871	LOC117691871		uncharacterized LOC117691871	protein-coding	
117691872	ENSBDJG00000015639			LOC117691872	LOC117691872		baculoviral IAP repeat-containing protein 7	protein-coding	
117691874	ENSBDJG00000015176			LOC117691874	LOC117691874		multiple epidermal growth factor-like domains protein 10	protein-coding	
117691875				LOC117691875	LOC117691875		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117691877				LOC117691877	LOC117691877		baculoviral IAP repeat-containing protein 3-like	protein-coding	
117691879				LOC117691879	LOC117691879		multiple epidermal growth factor-like domains protein 10	protein-coding	
117691880				LOC117691880	LOC117691880		multiple epidermal growth factor-like domains protein 6	protein-coding	
117691881				LOC117691881	LOC117691881		uncharacterized LOC117691881	protein-coding	
117691883				LOC117691883	LOC117691883		baculoviral IAP repeat-containing protein 2	protein-coding	
117691886				LOC117691886	LOC117691886		uncharacterized LOC117691886	protein-coding	
117691889	ENSBDJG00000009484			LOC117691889	LOC117691889		uncharacterized LOC117691889	protein-coding	
117691891				LOC117691891	LOC117691891		uncharacterized LOC117691891	ncRNA	
117691893				LOC117691893	LOC117691893		baculoviral IAP repeat-containing protein 7-B-like	protein-coding	
117691897				LOC117691897	LOC117691897		uncharacterized LOC117691897	protein-coding	
117691902				LOC117691902	LOC117691902		uncharacterized LOC117691902	ncRNA	
117691905				LOC117691905	LOC117691905		uncharacterized LOC117691905	ncRNA	
117691908				LOC117691908	LOC117691908		acetylcholine receptor subunit beta-type lev-1	protein-coding	
117691910				LOC117691910	LOC117691910		uncharacterized LOC117691910	ncRNA	
117691911				LOC117691911	LOC117691911		uncharacterized LOC117691911	protein-coding	
117691913				LOC117691913	LOC117691913		alpha-crystallin A chain-like	protein-coding	
117691918	ENSBDJG00000020722	A0A8W8N8W9	A0A8W8N8W9	LOC117691918	LOC117691918		stabilizer of axonemal microtubules 3	protein-coding	
117691921				LOC117691921	LOC117691921		hydroperoxide isomerase ALOXE3-like	protein-coding	
117691922				LOC117691922	LOC117691922		uncharacterized LOC117691922	protein-coding	
117691923				LOC117691923	LOC117691923		uncharacterized LOC117691923	protein-coding	
117691926				LOC117691926	LOC117691926		ankyrin repeat domain-containing protein 50	protein-coding	
117691928				LOC117691928	LOC117691928		uncharacterized LOC117691928	protein-coding	
117691929				LOC117691929	LOC117691929		uncharacterized LOC117691929	protein-coding	
117691931				LOC117691931	LOC117691931		putative nuclease HARBI1	protein-coding	
117691937				LOC117691937	LOC117691937		uncharacterized LOC117691937	protein-coding	
117691939				LOC117691939	LOC117691939		uncharacterized LOC117691939	protein-coding	
117691940				LOC117691940	LOC117691940		uncharacterized LOC117691940	protein-coding	
117691941				LOC117691941	LOC117691941		acetyl-CoA acetyltransferase-like	protein-coding	
117691942	ENSBDJG00000017959			LOC117691942	LOC117691942		acetyl-CoA acetyltransferase, cytosolic-like	pseudo	
117691943				LOC117691943	LOC117691943		uncharacterized LOC117691943	protein-coding	
117691949				LOC117691949	LOC117691949		uncharacterized LOC117691949	protein-coding	
117691950				LOC117691950	LOC117691950		uncharacterized LOC117691950	protein-coding	
117691951	ENSBDJG00000014551			LOC117691951	LOC117691951		alcohol dehydrogenase [acceptor]-like	protein-coding	
117691954	ENSBDJG00000015902			LOC117691954	LOC117691954		mu-type opioid receptor-like	protein-coding	
117691956				LOC117691956	LOC117691956		uncharacterized protein K02A2.6	protein-coding	
117691961				LOC117691961	LOC117691961		uncharacterized LOC117691961	protein-coding	
117691963	ENSBDJG00000017430			LOC117691963	LOC117691963		uncharacterized LOC117691963	protein-coding	
117691967	ENSBDJG00000015963			LOC117691967	LOC117691967		cholecystokinin receptor	protein-coding	
117691968				LOC117691968	LOC117691968		uncharacterized LOC117691968	protein-coding	
117691970				LOC117691970	LOC117691970		uncharacterized LOC117691970	ncRNA	
117691971				LOC117691971	LOC117691971		nuclear apoptosis-inducing factor 1-like	protein-coding	
117691974				LOC117691974	LOC117691974		uncharacterized protein F54H12.2-like	protein-coding	
117691977				LOC117691977	LOC117691977		tyrosine--tRNA ligase, cytoplasmic-like	protein-coding	
117691984				LOC117691984	LOC117691984		uncharacterized LOC117691984	protein-coding	
117691985				LOC117691985	LOC117691985		uncharacterized LOC117691985	protein-coding	
117691994				LOC117691994	LOC117691994		uncharacterized LOC117691994	ncRNA	
117691998				LOC117691998	LOC117691998		uncharacterized LOC117691998	protein-coding	
117692001				LOC117692001	LOC117692001		uncharacterized LOC117692001	protein-coding	
117692010				LOC117692010	LOC117692010		piggyBac transposable element-derived protein 4-like	protein-coding	
117692013				LOC117692013	LOC117692013		uncharacterized LOC117692013	ncRNA	
117692020				LOC117692020	LOC117692020		girdin-like	protein-coding	
117692025				LOC117692025	LOC117692025		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117692026				LOC117692026	LOC117692026		retrovirus-related Pol polyprotein from transposon 297	protein-coding	
117692027				LOC117692027	LOC117692027		nucleolar protein 58-like	protein-coding	
117692030				LOC117692030	LOC117692030		adenosine receptor A3	protein-coding	
117692035				LOC117692035	LOC117692035		angiopoietin-1 receptor-like	protein-coding	
117692039				LOC117692039	LOC117692039		multiple epidermal growth factor-like domains protein 10	protein-coding	
117692044				LOC117692044	LOC117692044		uncharacterized LOC117692044	protein-coding	
117692049				LOC117692049	LOC117692049		uncharacterized LOC117692049	ncRNA	
117692051				LOC117692051	LOC117692051		sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like	protein-coding	
117692054				LOC117692054	LOC117692054		uncharacterized LOC117692054	protein-coding	
117692056				LOC117692056	LOC117692056		uncharacterized LOC117692056	protein-coding	
117692059				LOC117692059	LOC117692059		cell death abnormality protein 1-like	protein-coding	
117692061				LOC117692061	LOC117692061		uncharacterized LOC117692061	ncRNA	
117692066				LOC117692066	LOC117692066		uncharacterized LOC117692066	ncRNA	
117692069				LOC117692069	LOC117692069		E3 ubiquitin-protein ligase TRIM71-like	protein-coding	
117692070				LOC117692070	LOC117692070		E3 ubiquitin ligase TRIM40-like	protein-coding	
117692078				LOC117692078	LOC117692078		lithostathine-1	protein-coding	
117692081				LOC117692081	LOC117692081		uncharacterized LOC117692081	ncRNA	
117692083	ENSBDJG00000017619			LOC117692083	LOC117692083		uncharacterized LOC117692083	ncRNA	
117692087	ENSBDJG00000018540			LOC117692087	LOC117692087		uncharacterized LOC117692087	protein-coding	
117692092				LOC117692092	LOC117692092		uncharacterized LOC117692092	ncRNA	
117692093				LOC117692093	LOC117692093		uncharacterized LOC117692093	protein-coding	
117692100				LOC117692100	LOC117692100		receptor-type tyrosine-protein phosphatase gamma	protein-coding	
117692104				LOC117692104	LOC117692104		zinc finger protein 493	protein-coding	
117692107				LOC117692107	LOC117692107		tolloid-like protein 2	protein-coding	
117692116				LOC117692116	LOC117692116		polyunsaturated fatty acid lipoxygenase ALOX8	protein-coding	
117692121				LOC117692121	LOC117692121		uncharacterized LOC117692121	ncRNA	
117692123				LOC117692123	LOC117692123		uncharacterized LOC117692123	ncRNA	
117692127				LOC117692127	LOC117692127		uncharacterized LOC117692127	ncRNA	
117692129				LOC117692129	LOC117692129		uncharacterized LOC117692129	ncRNA	
117692130				LOC117692130	LOC117692130		uncharacterized LOC117692130	ncRNA	
117692131				LOC117692131	LOC117692131		uncharacterized LOC117692131	ncRNA	
117692132				LOC117692132	LOC117692132		uncharacterized LOC117692132	ncRNA	
117692135				LOC117692135	LOC117692135		uncharacterized LOC117692135	ncRNA	
117692139				LOC117692139	LOC117692139		uncharacterized LOC117692139	protein-coding	
117692140				LOC117692140	LOC117692140		uncharacterized LOC117692140	ncRNA	
117692141				LOC117692141	LOC117692141		uncharacterized LOC117692141	protein-coding	
117692144				LOC117692144	LOC117692144		uncharacterized LOC117692144	ncRNA	
117692149	ENSBDJG00000016981			LOC117692149	LOC117692149		placenta-specific gene 8 protein	protein-coding	
117692152				LOC117692152	LOC117692152		uncharacterized LOC117692152	ncRNA	
117692153				LOC117692153	LOC117692153		uncharacterized LOC117692153	protein-coding	
117692154				LOC117692154	LOC117692154		uncharacterized LOC117692154	ncRNA	
117692161				LOC117692161	LOC117692161		uncharacterized LOC117692161	protein-coding	
117692162				LOC117692162	LOC117692162		uncharacterized LOC117692162	protein-coding	
117692163				LOC117692163	LOC117692163		uncharacterized LOC117692163	ncRNA	
117692164				LOC117692164	LOC117692164		uncharacterized LOC117692164	ncRNA	
117692166				LOC117692166	LOC117692166		uncharacterized LOC117692166	ncRNA	
117692167	ENSBDJG00000019427			LOC117692167	LOC117692167		antho-RFamide neuropeptides-like	protein-coding	
117692169				LOC117692169	LOC117692169		cyclic GMP-AMP synthase-like receptor 2	protein-coding	
117692171				LOC117692171	LOC117692171		tripartite motif-containing protein 3-like	protein-coding	
117692177	ENSBDJG00000017752	A0A8W8JEC2	A0A8W8JEC2	LOC117692177	LOC117692177		cytochrome c oxidase copper chaperone	protein-coding	
117692179				LOC117692179	LOC117692179		uncharacterized LOC117692179	ncRNA	
117692186				LOC117692186	LOC117692186		uncharacterized LOC117692186	ncRNA	
117692188				LOC117692188	LOC117692188		uncharacterized LOC117692188	ncRNA	
117692189	ENSBDJG00000015657			LOC117692189	LOC117692189		uncharacterized LOC117692189	protein-coding	
117692190	ENSBDJG00000016766			LOC117692190	LOC117692190		uncharacterized LOC117692190	ncRNA	
117692192				LOC117692192	LOC117692192		uncharacterized LOC117692192	protein-coding	
117692195				LOC117692195	LOC117692195		uncharacterized LOC117692195	ncRNA	
117692199				LOC117692199	LOC117692199		uncharacterized LOC117692199	ncRNA	
117692202				LOC117692202	LOC117692202		uncharacterized LOC117692202	protein-coding	
117692204				LOC117692204	LOC117692204		uncharacterized LOC117692204	protein-coding	
117692205				LOC117692205	LOC117692205		uncharacterized LOC117692205	ncRNA	
117692212				LOC117692212	LOC117692212		uncharacterized LOC117692212	ncRNA	
117692214				LOC117692214	LOC117692214		galactose-specific lectin nattectin	protein-coding	
117692215				LOC117692215	LOC117692215		tripartite motif-containing protein 2-like	protein-coding	
117692216				LOC117692216	LOC117692216		uncharacterized LOC117692216	ncRNA	
117692217	ENSBDJG00000016574			LOC117692217	LOC117692217		zonadhesin	protein-coding	
117692218	ENSBDJG00000018383			LOC117692218	LOC117692218		uncharacterized LOC117692218	ncRNA	
117692219				LOC117692219	LOC117692219		E3 ubiquitin-protein ligase TRIM71	protein-coding	
117692220				LOC117692220	LOC117692220		uncharacterized LOC117692220	ncRNA	
117692222				LOC117692222	LOC117692222		uncharacterized LOC117692222	protein-coding	
117692227				LOC117692227	LOC117692227		probable transcriptional regulatory protein HY04AAS1_0501	protein-coding	
117692231	ENSBDJG00000016685			LOC117692231	LOC117692231		cytochrome b5 reductase 4	protein-coding	
117692233	ENSBDJG00000016516			LOC117692233	LOC117692233		toll-like receptor 2	protein-coding	
117692234				LOC117692234	LOC117692234		toll-like receptor 2	protein-coding	
117692235				LOC117692235	LOC117692235		toll-like receptor 2	protein-coding	
117692236				LOC117692236	LOC117692236		toll-like receptor 4	protein-coding	
117692237				LOC117692237	LOC117692237		uncharacterized LOC117692237	protein-coding	
117692238				LOC117692238	LOC117692238		putative leucine-rich repeat-containing protein DDB_G0290503	protein-coding	
117692242				LOC117692242	LOC117692242		uncharacterized LOC117692242	ncRNA	
