# Retired NCBI GeneIDs for taxid 29159, from NCBI gene_history.
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Studies analysed against an older annotation report these identifiers; each row
# records the authoritative NCBI replacement. Resolution through this table is
# labelled 'inferred', not 'exact', because it crosses an annotation version.
# 13601 further GeneIDs were discontinued with NO replacement and are
# deliberately absent, so that they stay 'unresolved'.
discontinued_gene_id	current_gene_id	discontinued_symbol	discontinue_date
105324265	105340717	LOC105324265	20200521
105324271	105328263	LOC105324271	20240702
105324272	109620900	LOC105324272	20200521
105324273	105324274	LOC105324273	20170203
105324276	105330692	LOC105324276	20200521
105324277	105330684	LOC105324277	20200521
105324279	117687060	LOC105324279	20240702
105324280	109617578	LOC105324280	20240704
105324297	105324680	LOC105324297	20170203
105324299	105320082	LOC105324299	20200521
105324301	105324121	LOC105324301	20240702
105324302	105339909	LOC105324302	20200521
105324315	105317959	LOC105324315	20200521
105324318	105345676	LOC105324318	20200521
105324319	105323097	LOC105324319	20200521
105324338	105322229	LOC105324338	20200521
105324343	109621166	LOC105324343	20200521
105324350	105334969	LOC105324350	20200521
105324353	105333180	LOC105324353	20200521
105324354	105333387	LOC105324354	20240702
105324358	117689768	LOC105324358	20240702
105324363	105334138	LOC105324363	20200521
105324370	105325406	LOC105324370	20200521
105324375	117683793	LOC105324375	20240702
105324379	105324380	LOC105324379	20200521
105324389	105342786	LOC105324389	20200521
105324390	105344498	LOC105324390	20240702
105324394	117683909	LOC105324394	20240704
105324395	105322976	LOC105324395	20200521
105324396	105336169	LOC105324396	20200521
105324403	105325881	LOC105324403	20200521
105324407	105327342	LOC105324407	20200521
105324412	105348848	LOC105324412	20200521
105324417	105327203	LOC105324417	20240702
105324419	105339863	LOC105324419	20240702
105324427	105328158	LOC105324427	20200521
105324429	105324214	LOC105324429	20200521
105324434	105342793	LOC105324434	20200521
105324438	117687575	LOC105324438	20240702
105324441	105324442	LOC105324441	20240702
105324455	105328186	LOC105324455	20240702
105324458	105324459	LOC105324458	20170203
105324465	105318195	LOC105324465	20200521
105324467	117684453	LOC105324467	20240702
105324477	105317971	LOC105324477	20200521
105324484	117685503	LOC105324484	20240702
105324485	105346934	LOC105324485	20200521
105324489	105344569	LOC105324489	20200521
105324496	105323723	LOC105324496	20200521
105324503	117693087	LOC105324503	20240702
105324511	117681391	LOC105324511	20240702
105324512	105329886	LOC105324512	20200521
105324518	109618742	LOC105324518	20240702
105324520	105325511	LOC105324520	20240702
105324521	105325486	LOC105324521	20240702
105324524	105324525	LOC105324524	20200521
105324540	117682122	LOC105324540	20240702
105324548	105341398	LOC105324548	20200521
105324558	105324614	LOC105324558	20200521
105324559	105324614	LOC105324559	20200521
105324566	105332166	LOC105324566	20200521
105324568	105324563	LOC105324568	20200521
105324574	117688228	LOC105324574	20240704
105324578	105323703	LOC105324578	20200521
105324596	105324597	LOC105324596	20170203
105324602	105334544	LOC105324602	20200521
105324605	105324611	LOC105324605	20240702
105324608	105326698	LOC105324608	20240702
105324615	105348212	LOC105324615	20200521
105324625	105320373	LOC105324625	20240702
105324630	117692149	LOC105324630	20240702
105324632	105324041	LOC105324632	20240702
105324637	105345908	LOC105324637	20200521
105324654	105324653	LOC105324654	20200521
105324672	105347492	LOC105324672	20240702
105324685	117682523	LOC105324685	20240702
105324689	105325693	LOC105324689	20200521
105324690	105322119	LOC105324690	20200521
105324703	105320761	LOC105324703	20200521
105324714	105342217	LOC105324714	20200521
105324724	105324723	LOC105324724	20170203
105324734	117687527	LOC105324734	20170203
105324743	105338180	LOC105324743	20200521
105324744	105338180	LOC105324744	20200521
105324745	105324742	LOC105324745	20240702
105324750	117686896	LOC105324750	20240702
105324777	117687527	LOC105324777	20240702
105324778	105336114	LOC105324778	20200521
105324782	105345733	LOC105324782	20200521
105324790	105337457	LOC105324790	20200521
105324793	117682670	LOC105324793	20240702
105324794	117685937	LOC105324794	20240702
105324796	105324798	LOC105324796	20200521
105324803	105324402	LOC105324803	20200521
105324805	105346438	LOC105324805	20240704
105324809	105346393	LOC105324809	20200521
105324828	105347281	LOC105324828	20200521
105324836	117682533	LOC105324836	20240704
105324837	105349012	LOC105324837	20240704
105324849	105324846	LOC105324849	20200521
105324854	105334299	LOC105324854	20200521
105324860	105324859	LOC105324860	20200521
105324868	105329310	LOC105324868	20200521
105324871	105324857	LOC105324871	20200521
105324892	105329409	LOC105324892	20200521
105324904	105340252	LOC105324904	20200521
105324906	117689123	LOC105324906	20240702
105324911	105324874	LOC105324911	20170203
105324921	105324920	LOC105324921	20240702
105324939	105335373	LOC105324939	20200521
105324948	105321940	LOC105324948	20200521
105324954	117682534	LOC105324954	20240702
105324955	117682534	LOC105324955	20170203
105325031	105340585	LOC105325031	20200521
105325035	105325033	LOC105325035	20200521
105325036	105346393	LOC105325036	20240704
105325040	117692811	LOC105325040	20240702
105325060	105325059	LOC105325060	20170203
105325082	105325078	LOC105325082	20200521
105325084	105325023	LOC105325084	20170203
105325091	117680588	LOC105325091	20240702
105325101	105322050	LOC105325101	20240704
105325125	105320541	LOC105325125	20200521
105325153	105331766	LOC105325153	20240702
105325158	105325159	LOC105325158	20200521
105325163	105325164	LOC105325163	20170203
105325167	105317248	LOC105325167	20200521
105325168	105317248	LOC105325168	20200521
105325175	105325176	LOC105325175	20200521
105325187	105325189	LOC105325187	20240702
105325196	105335846	LOC105325196	20200521
105325203	105336353	LOC105325203	20240704
105325207	105325160	LOC105325207	20200521
105325210	105325174	LOC105325210	20240702
105325214	105331492	LOC105325214	20200521
105325219	105329713	LOC105325219	20200521
105325220	105342917	LOC105325220	20240704
105325254	105348300	LOC105325254	20200521
105325257	105338148	LOC105325257	20200521
105325273	105324560	LOC105325273	20200521
105325276	105325275	LOC105325276	20200521
105325290	109620633	LOC105325290	20200521
105325293	117685094	LOC105325293	20240702
105325294	105342368	LOC105325294	20200521
105325302	105346635	LOC105325302	20200521
105325304	105325303	LOC105325304	20200521
105325306	117686940	LOC105325306	20240702
105325308	105317615	LOC105325308	20200521
105325310	105325227	LOC105325310	20200521
105325316	117691389	LOC105325316	20240704
105325322	117685094	LOC105325322	20170203
105325324	105342368	LOC105325324	20200521
105325330	105346635	LOC105325330	20200521
105325333	105325332	LOC105325333	20170203
105325350	105318158	LOC105325350	20200521
105325355	105328019	LOC105325355	20200521
105325366	105318997	LOC105325366	20240702
105325384	105325380	LOC105325384	20200521
105325409	105324611	LOC105325409	20200521
105325436	105328026	LOC105325436	20200521
105325452	105320690	LOC105325452	20200521
105325456	105317406	LOC105325456	20200521
105325480	117693090	LOC105325480	20240702
105325484	117680979	LOC105325484	20240702
105325487	117680955	LOC105325487	20240702
105325500	117680997	LOC105325500	20240702
105325520	105339494	LOC105325520	20200521
105325521	117681762	LOC105325521	20240702
105325531	105325532	LOC105325531	20170203
105325543	105325544	LOC105325543	20200521
105325547	105325546	LOC105325547	20200521
105325553	105325662	LOC105325553	20170203
105325562	105337479	LOC105325562	20200521
105325565	105340702	LOC105325565	20200521
105325578	105323477	LOC105325578	20200521
105325582	105347242	LOC105325582	20200521
105325584	105328777	LOC105325584	20200521
105325591	105325590	LOC105325591	20170203
105325602	105335916	LOC105325602	20240702
105325613	109619441	LOC105325613	20200521
105325633	105325632	LOC105325633	20170203
105325637	105325636	LOC105325637	20200521
105325639	105325671	LOC105325639	20200521
105325645	105324516	LOC105325645	20200521
105325647	105325372	LOC105325647	20200521
105325656	105335326	LOC105325656	20200521
105325664	105331843	LOC105325664	20200521
105325665	105320057	LOC105325665	20200521
105325668	105342507	LOC105325668	20200521
105325670	105325636	LOC105325670	20200521
105325681	105328827	LOC105325681	20200521
105325700	105325699	LOC105325700	20200521
105325716	105332837	LOC105325716	20200521
105325720	117683857	LOC105325720	20240702
105325722	109617446	LOC105325722	20200521
105325731	105329079	LOC105325731	20200521
105325735	105332548	LOC105325735	20200521
105325740	117686250	LOC105325740	20240704
105325741	105325742	LOC105325741	20170203
105325745	105342774	LOC105325745	20200521
105325753	105325751	LOC105325753	20200521
105325761	105325760	LOC105325761	20200521
105325763	105345224	LOC105325763	20200521
105325764	105336574	LOC105325764	20200521
105325766	105345560	LOC105325766	20200521
105325770	105330120	LOC105325770	20200521
105325771	105320066	LOC105325771	20200521
105325774	117687139	LOC105325774	20240702
105325780	105332786	LOC105325780	20200521
105325789	105341158	LOC105325789	20200521
105325791	105327532	LOC105325791	20200521
105325792	117692461	LOC105325792	20240702
105325793	105325743	LOC105325793	20240702
105325795	105321142	LOC105325795	20240702
105325801	117684413	LOC105325801	20240702
105325803	109620656	LOC105325803	20200521
105325815	105317840	LOC105325815	20200521
105325819	117684444	LOC105325819	20240702
105325820	105342130	LOC105325820	20200521
105325821	105325816	LOC105325821	20170203
105325822	105325816	LOC105325822	20200521
105325823	105335822	LOC105325823	20200521
105325833	105323459	LOC105325833	20200521
105325835	105338037	LOC105325835	20200521
105325836	105338037	LOC105325836	20200521
105325842	105335821	LOC105325842	20200521
105325845	105331458	LOC105325845	20200521
105325846	105321409	LOC105325846	20200521
105325861	105322193	LOC105325861	20200521
105325862	105325621	LOC105325862	20200521
105325885	105340717	LOC105325885	20200521
105325888	105325887	LOC105325888	20200521
105325910	105325911	LOC105325910	20200521
105325918	105324475	LOC105325918	20200521
105325932	105325930	LOC105325932	20200521
105325935	105325927	LOC105325935	20170203
105325937	105349200	LOC105325937	20240702
105325938	105317055	LOC105325938	20200521
105325949	105325951	LOC105325949	20240702
105325957	117691477	LOC105325957	20240702
105325969	105340670	LOC105325969	20200521
105325984	117692457	LOC105325984	20240702
105326003	105326002	LOC105326003	20240702
105326010	105325985	LOC105326010	20170203
105326011	117683584	LOC105326011	20240704
105326015	105324332	LOC105326015	20240702
105326018	105343777	LOC105326018	20200521
105326019	105343775	LOC105326019	20200521
105326020	105345500	LOC105326020	20200521
105326026	105337423	LOC105326026	20200521
105326030	105327837	LOC105326030	20200521
105326033	105342773	LOC105326033	20200521
105326056	117682044	LOC105326056	20240702
105326061	105334346	LOC105326061	20200521
105326063	105326040	LOC105326063	20200521
105326064	105338572	LOC105326064	20200521
105326070	105330482	LOC105326070	20200521
105326071	105330484	LOC105326071	20200521
105326072	105330483	LOC105326072	20200521
105326075	105326074	LOC105326075	20200521
105326098	105326091	LOC105326098	20200521
105326101	105326093	LOC105326101	20200521
105326102	105326093	LOC105326102	20200521
105326111	105345640	LOC105326111	20200521
105326126	105326132	LOC105326126	20200521
105326128	105330572	LOC105326128	20200521
105326129	105323772	LOC105326129	20200521
105326131	105326124	LOC105326131	20170203
105326136	105340599	LOC105326136	20200521
105326138	105320604	LOC105326138	20200521
105326148	117684852	LOC105326148	20240702
105326167	105346253	LOC105326167	20200521
105326176	105338153	LOC105326176	20240702
105326180	117692307	LOC105326180	20240702
105326182	105324383	LOC105326182	20240702
105326183	105324383	LOC105326183	20170203
105326201	117692516	LOC105326201	20240702
105326205	105326215	LOC105326205	20200521
105326213	105326217	LOC105326213	20200521
105326218	105326219	LOC105326218	20200521
105326220	105326224	LOC105326220	20170203
105326226	117685755	LOC105326226	20240704
105326227	105338106	LOC105326227	20200521
105326229	105346514	LOC105326229	20200521
105326236	105331766	LOC105326236	20240702
105326249	105321345	LOC105326249	20200521
105326258	109618502	LOC105326258	20200521
105326261	105326260	LOC105326261	20200521
105326265	105343556	LOC105326265	20200521
105326268	105327689	LOC105326268	20200521
105326307	105327902	LOC105326307	20200521
105326308	105326286	LOC105326308	20170203
105326309	105318361	LOC105326309	20200521
105326331	117681303	LOC105326331	20240702
105326333	105346522	LOC105326333	20200521
105326347	117690456	LOC105326347	20240702
105326349	105342949	LOC105326349	20200521
105326352	105336800	LOC105326352	20200521
105326373	105345754	LOC105326373	20200521
105326376	105348848	LOC105326376	20200521
105326382	105324557	LOC105326382	20200521
105326386	105331093	LOC105326386	20200521
105326387	105326389	LOC105326387	20200521
105326388	105321386	LOC105326388	20200521
105326398	109617927	LOC105326398	20200521
105326399	105326555	LOC105326399	20240702
105326407	105345268	LOC105326407	20240702
105326408	105342120	LOC105326408	20200521
105326412	105339332	LOC105326412	20200521
105326413	117685512	LOC105326413	20240702
105326421	105326423	LOC105326421	20200521
105326428	105341076	LOC105326428	20200521
105326441	105326443	LOC105326441	20170203
105326442	105326444	LOC105326442	20200521
105326446	105330571	LOC105326446	20200521
105326447	105326448	LOC105326447	20240702
105326454	105338899	LOC105326454	20200521
105326455	105326414	LOC105326455	20170203
105326459	105338770	LOC105326459	20200521
105326471	105346589	LOC105326471	20200521
105326476	117680407	LOC105326476	20240702
105326497	105326481	LOC105326497	20170203
105326504	105322716	LOC105326504	20200521
105326511	117685872	LOC105326511	20240702
105326522	105329305	LOC105326522	20200521
105326525	105326537	LOC105326525	20170203
105326530	117689614	LOC105326530	20240704
105326533	105340738	LOC105326533	20200521
105326539	105322636	LOC105326539	20200521
105326543	117692189	LOC105326543	20240702
105326549	105345309	LOC105326549	20170203
105326552	117692190	LOC105326552	20240702
105326567	105345309	LOC105326567	20200521
105326568	105335189	LOC105326568	20200521
105326569	105326394	LOC105326569	20200521
105326571	105329042	LOC105326571	20200521
105326577	105344159	LOC105326577	20200521
105326578	105332746	LOC105326578	20200521
105326580	105336201	LOC105326580	20200521
105326581	117692569	LOC105326581	20240702
105326592	105326590	LOC105326592	20240702
105326605	105322090	LOC105326605	20240704
105326606	117681430	LOC105326606	20240702
105326615	105327207	LOC105326615	20240704
105326621	105331478	LOC105326621	20200521
105326622	105326623	LOC105326622	20200521
105326636	105337456	LOC105326636	20200521
105326645	105345448	LOC105326645	20200521
105326647	105322958	LOC105326647	20200521
105326655	105326654	LOC105326655	20170203
105326657	105337455	LOC105326657	20200521
105326663	105347072	LOC105326663	20200521
105326669	105347321	LOC105326669	20200521
105326673	105326000	LOC105326673	20200521
105326674	105326680	LOC105326674	20170203
105326676	105326675	LOC105326676	20200521
105326682	117688396	LOC105326682	20240702
105326686	105322269	LOC105326686	20200521
105326692	105327060	LOC105326692	20200521
105326693	105326691	LOC105326693	20200521
105326695	105331287	LOC105326695	20200521
105326715	105338295	LOC105326715	20200521
105326732	105326717	LOC105326732	20200521
105326752	105328887	LOC105326752	20200521
105326773	105326774	LOC105326773	20170203
105326781	117692296	LOC105326781	20240702
105326802	105326801	LOC105326802	20170203
105326805	117681428	LOC105326805	20240702
105326806	105326808	LOC105326806	20170203
105326820	109617194	LOC105326820	20240704
105326824	105326838	LOC105326824	20200521
105326830	105328263	LOC105326830	20240704
105326837	105326838	LOC105326837	20170203
105326840	105331011	LOC105326840	20200521
105326843	105326842	LOC105326843	20200521
105326849	105326850	LOC105326849	20200521
105326862	105319293	LOC105326862	20200521
105326864	109618180	LOC105326864	20200521
105326870	105326917	LOC105326870	20200521
105326871	105321664	LOC105326871	20200521
105326873	105344206	LOC105326873	20200521
105326874	105324460	LOC105326874	20200521
105326876	105326875	LOC105326876	20200521
105326877	109618872	LOC105326877	20240702
105326878	105343104	LOC105326878	20200521
105326881	105339165	LOC105326881	20200521
105326893	105327689	LOC105326893	20200521
105326899	105326897	LOC105326899	20240702
105326902	105317633	LOC105326902	20200521
105326903	117681253	LOC105326903	20240702
105326905	117680632	LOC105326905	20240702
105326909	117687352	LOC105326909	20240702
105326911	105326912	LOC105326911	20240702
105326913	117687695	LOC105326913	20240702
105326914	109617062	LOC105326914	20240702
105326915	109617062	LOC105326915	20200521
105326921	105317633	LOC105326921	20200521
105326937	105343398	LOC105326937	20200521
105326942	105340241	LOC105326942	20200521
105326945	105329454	LOC105326945	20200521
105326952	117680506	LOC105326952	20240702
105326953	105340762	LOC105326953	20200521
105326961	105329171	LOC105326961	20200521
105326962	105326948	LOC105326962	20200521
105326967	105326968	LOC105326967	20170203
105326969	109618685	LOC105326969	20240702
105326970	105319129	LOC105326970	20200521
105326983	105325172	LOC105326983	20200521
105327002	105334183	LOC105327002	20240702
105327003	105334183	LOC105327003	20200521
105327006	117686837	LOC105327006	20240702
105327009	105347553	LOC105327009	20200521
105327011	105327010	LOC105327011	20200521
105327014	105327013	LOC105327014	20240702
105327020	105333965	LOC105327020	20200521
105327026	105321400	LOC105327026	20200521
105327035	105327038	LOC105327035	20170203
105327047	105331963	LOC105327047	20170203
105327048	105331963	LOC105327048	20200521
105327049	105331963	LOC105327049	20200521
105327056	105321439	LOC105327056	20200521
105327061	105331287	LOC105327061	20200521
105327063	105321449	LOC105327063	20200521
105327065	105337955	LOC105327065	20200521
105327068	117685507	LOC105327068	20240704
105327069	105332503	LOC105327069	20240702
105327081	105331010	LOC105327081	20240704
105327092	105344266	LOC105327092	20200521
105327105	105327104	LOC105327105	20170203
105327115	105319613	LOC105327115	20200521
105327118	105327117	LOC105327118	20170203
105327126	105327187	LOC105327126	20170203
105327131	105327187	LOC105327131	20170203
105327135	105349065	LOC105327135	20200521
105327136	105327107	LOC105327136	20170203
105327140	105340062	LOC105327140	20200521
105327174	105327172	LOC105327174	20240704
105327176	105327178	LOC105327176	20240702
105327181	109618720	LOC105327181	20200521
105327198	105329882	LOC105327198	20200521
105327221	105333714	LOC105327221	20200521
105327222	105334969	LOC105327222	20200521
105327234	105327235	LOC105327234	20200521
105327238	105322803	LOC105327238	20200521
105327242	105327241	LOC105327242	20170203
105327261	105343146	LOC105327261	20200521
105327267	105327269	LOC105327267	20200521
105327287	105324598	LOC105327287	20200521
105327297	105327253	LOC105327297	20170203
105327298	105337192	LOC105327298	20200521
105327303	105327289	LOC105327303	20200521
105327304	105318454	LOC105327304	20200521
105327315	105320444	LOC105327315	20200521
105327317	105327309	LOC105327317	20170203
105327318	105327309	LOC105327318	20170203
105327319	105320444	LOC105327319	20170203
105327325	105327327	LOC105327325	20200521
105327344	105319062	LOC105327344	20200521
105327347	105319312	LOC105327347	20200521
105327356	117680533	LOC105327356	20240702
105327357	117680533	LOC105327357	20170203
105327368	105319881	LOC105327368	20200521
105327384	105322492	LOC105327384	20170203
105327410	105327398	LOC105327410	20170203
105327412	105344869	LOC105327412	20200521
105327438	105348272	LOC105327438	20200521
105327455	105345976	LOC105327455	20200521
105327456	105318121	LOC105327456	20200521
105327457	117691277	LOC105327457	20240702
105327461	105327462	LOC105327461	20200521
105327471	105327470	LOC105327471	20240702
105327486	105339341	LOC105327486	20200521
105327501	105328884	LOC105327501	20200521
105327502	105328884	LOC105327502	20240704
105327509	105322088	LOC105327509	20200521
105327513	105327512	LOC105327513	20170203
105327557	105339341	LOC105327557	20200521
105327559	109618669	LOC105327559	20200521
105327568	105339713	LOC105327568	20200521
105327570	105327207	LOC105327570	20200521
105327599	105332158	LOC105327599	20200521
105327602	117690128	LOC105327602	20240702
105327603	117690128	LOC105327603	20170203
105327609	109618044	LOC105327609	20240702
105327614	105332879	LOC105327614	20200521
105327619	105327620	LOC105327619	20170203
105327641	105327642	LOC105327641	20170203
105327646	105327597	LOC105327646	20200521
105327647	105323570	LOC105327647	20200521
105327650	117690134	LOC105327650	20240702
105327655	105325660	LOC105327655	20200521
105327681	117687463	LOC105327681	20240702
105327685	117686578	LOC105327685	20240702
105327697	105327696	LOC105327697	20170203
105327707	105327706	LOC105327707	20200521
105327711	105321396	LOC105327711	20240704
105327717	105335714	LOC105327717	20200521
105327725	117683416	LOC105327725	20240704
105327736	105323998	LOC105327736	20200521
105327738	105319310	LOC105327738	20200521
105327766	117692329	LOC105327766	20240702
105327768	105332754	LOC105327768	20200521
105327795	105336394	LOC105327795	20240702
105327796	105343347	LOC105327796	20240702
105327799	105329942	LOC105327799	20200521
105327801	105329942	LOC105327801	20200521
105327809	105337626	LOC105327809	20200521
105327818	105334492	LOC105327818	20200521
105327820	105332002	LOC105327820	20200521
105327821	105334492	LOC105327821	20200521
105327822	105346275	LOC105327822	20200521
105327825	105348155	LOC105327825	20200521
105327832	109619606	LOC105327832	20200521
105327833	105343447	LOC105327833	20200521
105327841	117680722	LOC105327841	20240702
105327857	117680718	LOC105327857	20240702
105327862	109618706	LOC105327862	20200521
105327866	117684939	LOC105327866	20240702
105327879	105323062	LOC105327879	20200521
105327881	105339740	LOC105327881	20240702
105327884	117691403	LOC105327884	20240702
105327886	105336706	LOC105327886	20200521
105327887	105327902	LOC105327887	20200521
105327889	105343341	LOC105327889	20240704
105327893	117688279	LOC105327893	20240702
105327900	105326740	LOC105327900	20200521
105327908	105340794	LOC105327908	20200521
105327912	105326675	LOC105327912	20200521
105327916	105327948	LOC105327916	20200521
105327917	105327948	LOC105327917	20200521
105327923	117681851	LOC105327923	20240702
105327944	105327945	LOC105327944	20200521
105327951	105324573	LOC105327951	20200521
105327952	105345876	LOC105327952	20240702
105327953	105346141	LOC105327953	20200521
105327954	117684257	LOC105327954	20240702
105327972	117681323	LOC105327972	20240702
105327974	105340250	LOC105327974	20240702
105327979	105342906	LOC105327979	20200521
105327980	105341323	LOC105327980	20200521
105327983	105343040	LOC105327983	20240704
105327985	117681175	LOC105327985	20240702
105327992	105343354	LOC105327992	20200521
105327997	105327999	LOC105327997	20240702
105328009	105319967	LOC105328009	20200521
105328010	105336686	LOC105328010	20200521
105328013	105328004	LOC105328013	20170203
105328016	105337488	LOC105328016	20200521
105328036	105328035	LOC105328036	20240702
105328047	105340798	LOC105328047	20200521
105328054	105319015	LOC105328054	20200521
105328061	105328060	LOC105328061	20170203
105328068	105338798	LOC105328068	20200521
105328069	105344351	LOC105328069	20200521
105328071	105328072	LOC105328071	20200521
105328074	105345552	LOC105328074	20200521
105328075	109617428	LOC105328075	20200521
105328077	105345430	LOC105328077	20200521
105328082	105325929	LOC105328082	20200521
105328099	105317114	LOC105328099	20200521
105328104	105348879	LOC105328104	20240702
105328105	105322773	LOC105328105	20200521
105328107	105321677	LOC105328107	20200521
105328109	105344104	LOC105328109	20200521
105328115	117685302	LOC105328115	20240702
105328120	105325660	LOC105328120	20240702
105328122	117690941	LOC105328122	20240702
105328123	105345752	LOC105328123	20200521
105328128	117685057	LOC105328128	20240702
105328130	117687545	LOC105328130	20240704
105328134	105324387	LOC105328134	20240702
105328136	117682932	LOC105328136	20240702
105328143	105328165	LOC105328143	20240702
105328144	117685752	LOC105328144	20240702
105328149	105328148	LOC105328149	20170203
105328150	105328148	LOC105328150	20170203
105328152	105335442	LOC105328152	20200521
105328154	105335442	LOC105328154	20200521
105328164	105328142	LOC105328164	20170203
105328167	105346926	LOC105328167	20200521
105328168	105345639	LOC105328168	20200521
105328177	105335826	LOC105328177	20200521
105328181	105339272	LOC105328181	20200521
105328199	105347426	LOC105328199	20200521
105328207	105328206	LOC105328207	20200521
105328213	105328214	LOC105328213	20200521
105328216	105328215	LOC105328216	20170203
105328233	105328232	LOC105328233	20200521
105328234	117680355	LOC105328234	20240702
105328244	105328243	LOC105328244	20200521
105328249	105347430	LOC105328249	20200521
105328255	105328246	LOC105328255	20200521
105328258	117688354	LOC105328258	20240702
105328259	105328261	LOC105328259	20170203
105328264	105334269	LOC105328264	20200521
105328265	105323685	LOC105328265	20200521
105328281	105328282	LOC105328281	20200521
105328309	105329277	LOC105328309	20200521
105328312	105334892	LOC105328312	20200521
105328319	105321640	LOC105328319	20200521
105328324	117689745	LOC105328324	20240704
105328326	105328325	LOC105328326	20170203
105328327	117689761	LOC105328327	20240702
105328329	117689754	LOC105328329	20240702
105328330	117689749	LOC105328330	20240702
105328331	105346146	LOC105328331	20200521
105328338	117684619	LOC105328338	20240702
105328339	117684612	LOC105328339	20240702
105328341	117684613	LOC105328341	20240702
105328346	117684618	LOC105328346	20240702
105328351	105340507	LOC105328351	20200521
105328354	105328431	LOC105328354	20170203
105328358	105328360	LOC105328358	20240702
105328363	105334126	LOC105328363	20200521
105328364	105334126	LOC105328364	20200521
105328383	105346342	LOC105328383	20200521
105328384	105333596	LOC105328384	20200521
105328389	105334126	LOC105328389	20240702
105328394	105339045	LOC105328394	20200521
105328397	105340252	LOC105328397	20200521
105328398	105340252	LOC105328398	20200521
105328415	105329979	LOC105328415	20200521
105328419	105317855	LOC105328419	20200521
105328426	105328427	LOC105328426	20170203
105328432	105321414	LOC105328432	20200521
105328439	105319342	LOC105328439	20200521
105328440	105334027	LOC105328440	20170203
105328441	105334027	LOC105328441	20200521
105328445	105329193	LOC105328445	20200521
105328449	105332837	LOC105328449	20200521
105328450	117687479	LOC105328450	20240702
105328455	117681367	LOC105328455	20240702
105328468	105319920	LOC105328468	20200521
105328497	105328498	LOC105328497	20170203
105328507	105328509	LOC105328507	20200521
105328510	117686199	LOC105328510	20240702
105328529	105336997	LOC105328529	20240702
105328540	105328541	LOC105328540	20200521
105328552	109620479	LOC105328552	20200521
105328558	105328556	LOC105328558	20200521
105328561	105339968	LOC105328561	20200521
105328570	105328543	LOC105328570	20200521
105328571	105327771	LOC105328571	20200521
105328581	105329182	LOC105328581	20200521
105328587	105328606	LOC105328587	20200521
105328602	105346607	LOC105328602	20200521
105328604	105341325	LOC105328604	20200521
105328605	105331061	LOC105328605	20200521
105328609	105342326	LOC105328609	20200521
105328618	105326851	LOC105328618	20200521
105328622	117685280	LOC105328622	20240704
105328625	105331800	LOC105328625	20200521
105328643	109618795	LOC105328643	20200521
105328687	105342900	LOC105328687	20200521
105328692	105328666	LOC105328692	20170203
105328694	105328667	LOC105328694	20170203
105328695	117692957	LOC105328695	20240702
105328703	105327689	LOC105328703	20200521
105328712	105334543	LOC105328712	20240702
105328714	105329841	LOC105328714	20200521
105328716	105326252	LOC105328716	20200521
105328722	105328702	LOC105328722	20200521
105328723	105328706	LOC105328723	20200521
105328737	105321212	LOC105328737	20200521
105328740	109619976	LOC105328740	20200521
105328748	105321203	LOC105328748	20200521
105328749	105321203	LOC105328749	20200521
105328751	105333013	LOC105328751	20200521
105328758	105339307	LOC105328758	20200521
105328762	117690132	LOC105328762	20240704
105328765	117684964	LOC105328765	20240702
105328766	105328820	LOC105328766	20200521
105328767	109621151	LOC105328767	20200521
105328769	117685067	LOC105328769	20240704
105328770	105336185	LOC105328770	20200521
105328778	105340720	LOC105328778	20240702
105328798	105329088	LOC105328798	20170203
105328809	105334667	LOC105328809	20200521
105328810	105328808	LOC105328810	20200521
105328811	105339794	LOC105328811	20200521
105328819	105328417	LOC105328819	20200521
105328830	105328829	LOC105328830	20170203
105328832	117690035	LOC105328832	20240702
105328833	117690567	LOC105328833	20240702
105328834	105326570	LOC105328834	20240704
105328835	105337130	LOC105328835	20200521
105328836	105328815	LOC105328836	20200521
105328840	105325684	LOC105328840	20200521
105328841	105325684	LOC105328841	20200521
105328843	105328831	LOC105328843	20200521
105328849	105328850	LOC105328849	20240702
105328855	105328856	LOC105328855	20200521
105328864	105327066	LOC105328864	20200521
105328865	117685956	LOC105328865	20240702
105328874	105327021	LOC105328874	20200521
105328877	109618828	LOC105328877	20200521
105328882	105332837	LOC105328882	20240702
105328888	105327715	LOC105328888	20200521
105328933	105328886	LOC105328933	20240702
105328936	105347565	LOC105328936	20200521
105328941	109618896	LOC105328941	20200521
105328945	105338849	LOC105328945	20200521
105328953	105324832	LOC105328953	20200521
105328959	105328960	LOC105328959	20170203
105328961	105328956	LOC105328961	20170203
105328963	117684409	LOC105328963	20240702
105328981	105332899	LOC105328981	20200521
105328984	105328972	LOC105328984	20200521
105328987	117680440	LOC105328987	20240702
105328994	109618055	LOC105328994	20200521
105329026	105329002	LOC105329026	20200521
105329032	117681121	LOC105329032	20240702
105329033	117681221	LOC105329033	20240702
105329043	105328772	LOC105329043	20200521
105329052	105330003	LOC105329052	20200521
105329056	105334455	LOC105329056	20200521
105329059	105334453	LOC105329059	20200521
105329069	105329071	LOC105329069	20240704
105329070	105328275	LOC105329070	20200521
105329075	105325361	LOC105329075	20200521
105329082	109618846	LOC105329082	20200521
105329091	105329094	LOC105329091	20200521
105329099	105329100	LOC105329099	20170203
105329101	117690275	LOC105329101	20240702
105329116	105333483	LOC105329116	20200521
