run_accession	mate	url	md5	bytes
SRR35422872	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/072/SRR35422872/SRR35422872_1.fastq.gz	157358896abfc3f84f9002fdbd8d902b	2762213552
SRR35422872	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/072/SRR35422872/SRR35422872_2.fastq.gz	959ed1fedb1d0883b357a883163a5054	2876229437
SRR35422873	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/073/SRR35422873/SRR35422873_1.fastq.gz	60eb58cf1860181b96da8eb8c19d327b	2761511417
SRR35422873	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/073/SRR35422873/SRR35422873_2.fastq.gz	0c91d23fddd86180f0c311bce27d51bb	2830690363
SRR35422874	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/074/SRR35422874/SRR35422874_1.fastq.gz	7722a6f80f538f71f0eb69a8f7b3ad74	2607203969
SRR35422874	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/074/SRR35422874/SRR35422874_2.fastq.gz	db29239b6dcbe35e7ebcc69a431ef3fd	2660310590
SRR35422875	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/075/SRR35422875/SRR35422875_1.fastq.gz	d0b96d39d8e68043269148e7825d4da2	2775433826
SRR35422875	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/075/SRR35422875/SRR35422875_2.fastq.gz	0d31cad81c3163e2e0b968aa2bee8ecd	2873078996
SRR35422876	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/076/SRR35422876/SRR35422876_1.fastq.gz	5da27efba8ce6517983a2011c64e55f3	2768461257
SRR35422876	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/076/SRR35422876/SRR35422876_2.fastq.gz	9b2ad0b07116fcbabded74953085947d	2848416178
SRR35422877	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/077/SRR35422877/SRR35422877_1.fastq.gz	1cb7cb976186b7897a3757d74ad52771	2872411158
SRR35422877	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/077/SRR35422877/SRR35422877_2.fastq.gz	1030ea27018ad90aab17bb90d54dad48	3005325933
SRR35422878	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/078/SRR35422878/SRR35422878_1.fastq.gz	8508ca5cf762b845535faaa1df75887c	2524193583
SRR35422878	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/078/SRR35422878/SRR35422878_2.fastq.gz	8e713b770e7025a779ab064b1f1aded9	2592230853
SRR35422879	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/079/SRR35422879/SRR35422879_1.fastq.gz	9cb21fd3c959df4d7771005e35ff102b	2626248151
SRR35422879	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/079/SRR35422879/SRR35422879_2.fastq.gz	172db01b4749542720a06f6938b53980	2730904201
SRR35422880	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/080/SRR35422880/SRR35422880_1.fastq.gz	bc2f1d6a8d444b40b59bf2cc5ffdef51	2728742475
SRR35422880	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/080/SRR35422880/SRR35422880_2.fastq.gz	17fdd2d05ff945d682676157785d9449	2817704919
SRR35422881	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/081/SRR35422881/SRR35422881_1.fastq.gz	19c2c20997753c440aa425cefc009be1	2773180694
SRR35422881	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/081/SRR35422881/SRR35422881_2.fastq.gz	15ddc0585db66dfaa2bacd7062b6f439	2948615660
SRR35422882	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/082/SRR35422882/SRR35422882_1.fastq.gz	391a62cf7d3d8ac242579a48e73c5633	2728561259
SRR35422882	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/082/SRR35422882/SRR35422882_2.fastq.gz	c0160e5f0f3c137e67a9fc362f4ba409	2858533644
SRR35422883	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/083/SRR35422883/SRR35422883_1.fastq.gz	affb2cb1f42b6a8fc431207e41a98220	2569992594
SRR35422883	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/083/SRR35422883/SRR35422883_2.fastq.gz	7bef79b9948b554ddc2c0ebaa15bfeab	2660115591
SRR35422884	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/084/SRR35422884/SRR35422884_1.fastq.gz	cb13dfccd1451921437019a944dd5bca	2708822755
SRR35422884	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/084/SRR35422884/SRR35422884_2.fastq.gz	95cb4b0cf6b574bb15010ecbfc632fcc	2796217895
SRR35422885	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/085/SRR35422885/SRR35422885_1.fastq.gz	c3e56e335387be13d8b0c92e928ccad3	2129868312
SRR35422885	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/085/SRR35422885/SRR35422885_2.fastq.gz	37fe570954596dd2d8cec07bcfef31a3	2200605468
SRR35422886	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/086/SRR35422886/SRR35422886_1.fastq.gz	8dbf8054a9c1ef80d68fae88e178948f	2948203717
SRR35422886	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/086/SRR35422886/SRR35422886_2.fastq.gz	3bee19db23e846a36c17acddaa379517	3062005052
SRR35422887	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/087/SRR35422887/SRR35422887_1.fastq.gz	689d7738e71adfd0e212ca4b6c89a145	2527792072
SRR35422887	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/087/SRR35422887/SRR35422887_2.fastq.gz	81581daeaf047523bf57e12c2c1b5750	2597130916
SRR35422888	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/088/SRR35422888/SRR35422888_1.fastq.gz	50cdcf6a2bd4bd61c57ee3cb03608242	2255614938
SRR35422888	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/088/SRR35422888/SRR35422888_2.fastq.gz	a6b1b871c0312a9e3a60ef5648773c70	2306414290
SRR35422889	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/089/SRR35422889/SRR35422889_1.fastq.gz	6543158bee6a18ddd31cab4112517978	2465576289
SRR35422889	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/089/SRR35422889/SRR35422889_2.fastq.gz	684f01007486f5c744f1677d4387bcb6	2550855438
SRR35422890	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/090/SRR35422890/SRR35422890_1.fastq.gz	c1a97de48ea2f901912acf41a4644462	2554692201
SRR35422890	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/090/SRR35422890/SRR35422890_2.fastq.gz	3c0fcc81a65128270641dcda87ec0104	2666649573
SRR35422891	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/091/SRR35422891/SRR35422891_1.fastq.gz	bbee9846ed8181fb8ff021cfa9a88dcf	2411825691
SRR35422891	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/091/SRR35422891/SRR35422891_2.fastq.gz	e94841debfbea8fe5cfa1cc0c61ed622	2530693726
SRR35422892	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/092/SRR35422892/SRR35422892_1.fastq.gz	6f6a7f46eb13bc18818075b7bc914477	2742431899
SRR35422892	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/092/SRR35422892/SRR35422892_2.fastq.gz	b4f993d823019249aae678de3ee2dae9	2855016969
SRR35422893	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/093/SRR35422893/SRR35422893_1.fastq.gz	bef1454f43f487741eed751a549b7692	2666072021
SRR35422893	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/093/SRR35422893/SRR35422893_2.fastq.gz	ff1db49f1ef3547bb5fd03c29cb18912	2761329680
SRR35422894	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/094/SRR35422894/SRR35422894_1.fastq.gz	e0097d6fec16b312b80eb204bbeef26f	2982987093
SRR35422894	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/094/SRR35422894/SRR35422894_2.fastq.gz	fae62e752ee8838ca0f5edf05a9c3218	3079802289
SRR35422895	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/095/SRR35422895/SRR35422895_1.fastq.gz	045f1b005a1f19165fde257ce9a20fff	2804232519
SRR35422895	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/095/SRR35422895/SRR35422895_2.fastq.gz	8dfa7bb58ce6973c98d24b78f9c59a36	2883253822
SRR35422896	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/096/SRR35422896/SRR35422896_1.fastq.gz	e4c62001535e2e27561573ef3963e4f7	2781536939
SRR35422896	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/096/SRR35422896/SRR35422896_2.fastq.gz	85b13123c4bcf7d09ed07d1c51f7fbb7	2856533137
SRR35422897	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/097/SRR35422897/SRR35422897_1.fastq.gz	8415b379cef3205655d94dcc30bc9614	2886688150
SRR35422897	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/097/SRR35422897/SRR35422897_2.fastq.gz	43b7a7281396a78f8b7fe78215a72a17	2991397295
SRR35422898	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/098/SRR35422898/SRR35422898_1.fastq.gz	347ef466bdc9d95e9ff3f772844fad8a	2119317497
SRR35422898	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/098/SRR35422898/SRR35422898_2.fastq.gz	210e8939ef1df01b8a4ad24f76ab1db7	2332827487
SRR35422899	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/099/SRR35422899/SRR35422899_1.fastq.gz	c3ce507f539ccab2534175c54ce123b3	2568284599
SRR35422899	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/099/SRR35422899/SRR35422899_2.fastq.gz	f2a2fac4cc8d2c6652d7740866a61632	2649009424
SRR35422900	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/000/SRR35422900/SRR35422900_1.fastq.gz	9db335564df24f9923f790e298097868	2826189497
SRR35422900	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/000/SRR35422900/SRR35422900_2.fastq.gz	db1a09155a3cf2ce72be3adaa78930aa	2916936103
SRR35422901	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/001/SRR35422901/SRR35422901_1.fastq.gz	00df8ff92afbdc34d25b714465d593a3	3201132851
SRR35422901	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/001/SRR35422901/SRR35422901_2.fastq.gz	df71695bb8c04829e048cbd6c2fdcf82	3297818347
SRR35422902	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/002/SRR35422902/SRR35422902_1.fastq.gz	1866e3f13a185dabdbbbe55af9b17e7f	2501030516
SRR35422902	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/002/SRR35422902/SRR35422902_2.fastq.gz	0e1e3a65ab7afc43260ce1377c33a18a	2595406010
SRR35422903	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/003/SRR35422903/SRR35422903_1.fastq.gz	dca4aa12cba55f7416ff965c7c81195f	2695851114
SRR35422903	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/003/SRR35422903/SRR35422903_2.fastq.gz	abd95b223f33cab40bfe47d55dd5904d	2764265680
SRR35422904	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/004/SRR35422904/SRR35422904_1.fastq.gz	29a4439ae08ada364a7932ec6f87b5e7	3097913629
SRR35422904	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/004/SRR35422904/SRR35422904_2.fastq.gz	5c611d8a95ae14ccfe39b82be957eaa9	3221046581
SRR35422905	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/005/SRR35422905/SRR35422905_1.fastq.gz	71251be272d93a1e2cc1fb8ce9f3b5be	2441473556
SRR35422905	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/005/SRR35422905/SRR35422905_2.fastq.gz	2b50a02150299d0f541076b1f7133c7a	2550514506
SRR35422906	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/006/SRR35422906/SRR35422906_1.fastq.gz	12da32848e87875f8804d966016e9da6	2068460872
SRR35422906	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/006/SRR35422906/SRR35422906_2.fastq.gz	cbf01d67750eac4531e758719432323b	2149587674
SRR35422907	1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/007/SRR35422907/SRR35422907_1.fastq.gz	5172f4af82685eefea570525289b294d	2433230937
SRR35422907	2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/007/SRR35422907/SRR35422907_2.fastq.gz	3121a1a00f64a754938d9031599c871e	2509848790
