gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
117688061	479.67204559707	2.39719828264896	0.186935813540269	12.8236437804496	1.20883284791461e-37	3.0356210476831598e-33
105347229	1295.72053782931	3.10496068348346	0.246334540489102	12.604650071884	1.99054089124763e-36	1.66621542870035e-32
136276031	153.40447972094	2.72710249587385	0.215999067249025	12.6255290386499	1.52711672975377e-36	1.66621542870035e-32
136269466	1286.00602398065	2.79665853607771	0.226064502187225	12.3710644927417	3.74820728902904e-35	2.35312453605243e-31
105321815	1346.81569901652	1.5987440720506	0.139691771314982	11.4447977643987	2.4968605753129998e-30	1.2540232553452001e-26
105339024	1195.29166659377	1.76489446189654	0.155020092664816	11.3849400523362	4.9702413142492495e-30	2.08021166472379e-26
105347681	1253.00122796331	2.39350071583663	0.218995737185929	10.929439753453	8.33614934683718e-28	2.99053403425393e-24
105344290	1008.26144917009	3.59055667117401	0.339489958078548	10.5763265915019	3.83708313425509e-26	1.20446039584267e-22
117686275	157.656369992916	4.96128841635146	0.474845597530319	10.4482139924119	1.49310455918133e-25	4.16609352112905e-22
136272497	120.298511791252	3.50727347370274	0.339415104615224	10.3332863682621	4.982373857495461e-25	1.25117372309426e-21
105331878	843.873582510931	-1.13894670377493	0.11314325317375	-10.0664129042312	7.77626362941788e-24	1.77525029329038e-20
136274684	33.0800710935545	6.05322236040358	0.608694219008647	9.9446030065181	2.66233432688447e-23	5.57137830139356e-20
105345193	162.183916075333	2.5488882518163	0.258936488367323	9.84368123584222	7.299014922323099e-23	1.34604484961003e-19
136276189	1265.11435484942	2.63058657581662	0.267311795306609	9.84089225392885	7.50423219757106e-23	1.34604484961003e-19
105333315	2383.09251158703	2.24439675372964	0.234163480520404	9.5847428845083	9.268821465114969e-22	1.5018418369654599e-18
105334105	339.506782529242	4.17700386417627	0.435946811770375	9.58145294654985	9.56891899946137e-22	1.5018418369654599e-18
136270106	520.655102670152	2.7723287976609	0.291512266372067	9.5101617237694	1.9036635210924502e-21	2.8120469612749098e-18
105337511	1185.85727734287	2.33231305546186	0.246556000915545	9.4595671847418	3.0922046211523302e-21	4.17655078336102e-18
117689267	1102.23732514309	5.15719998126503	0.545314295961117	9.45729833136956	3.16002169814668e-21	4.17655078336102e-18
117690776	1311.30193799267	4.05398675552357	0.43105282269953	9.40484910906024	5.2104913436403705e-21	6.54229293107485e-18
105318228	5325.09310580715	1.83273092594486	0.196022140988949	9.34961181782105	8.796998816604381e-21	1.00413742855713e-17
105349012	16357.0802612174	2.27982245977474	0.243789408498824	9.35160585446738	8.63269320707795e-21	1.00413742855713e-17
105328572	125.9785951773	2.2687955585754	0.242792616560055	9.34458218178236	9.22529847907432e-21	1.00724215394137e-17
117686765	867.377025956127	4.37074243486493	0.468186131429042	9.33548036018098	1.00534331185117e-20	1.0519242186336101e-17
117688830	357.018320929238	1.5546686170992	0.167384838530175	9.28798946637536	1.5723014624951702e-20	1.57934537304715e-17
105319712	3277.66766257897	2.84004921432782	0.30862641313085	9.20222344392704	3.50618325702325e-20	3.3633622965794e-17
109618139	5597.29856806613	2.89661723278673	0.314887251106492	9.19890285366655	3.6162305673639605e-20	3.3633622965794e-17
117692603	154.1920483858	2.67750957115668	0.291934567452136	9.17160853723043	4.66012569207058e-20	4.17946701354558e-17
105339089	77.1394938228499	3.16563104026093	0.345904701708704	9.15174331144766	5.602207105763751e-20	4.85112499448067e-17
105333791	2803.34178237529	2.90975605292517	0.318478218068505	9.13643661589214	6.45440314380598e-20	5.40276572490852e-17
105330455	650.619121031426	1.15722966642153	0.127393536961745	9.08389620086484	1.0475617845108501e-19	8.48592630085049e-17
105341799	1411.28124666968	2.41173392820469	0.268051347669091	8.99728335326995	2.31371816563763e-19	1.78553404933576e-16
136275525	240.320886427949	1.55005337507528	0.172309651969727	8.99574317141333	2.3463931040172e-19	1.78553404933576e-16
105329159	684.304819232606	2.95274491554371	0.328596738817214	8.98592276409114	2.56572148662878e-19	1.89501170506535e-16
