gene_id	log2FoldChange	lfcSE	pvalue	padj
gene-LOC105324823|LOC105324823	2.013488853			0.00533539
gene-LOC105323163|LOC105323163	2.0736379001332			0.00335965339829702
gene-LOC105342241|LOC105342241	2.33053753			5.01e-05
gene-LOC105342241|LOC105342241	2.33053753030845			5.01455411057801e-05
gene-LOC105329159|LOC105329159	2.346474157			4.6e-28
gene-LOC105329159|LOC105329159	2.34647415704612			4.59997369281211e-28
gene-LOC105319878|LOC105319878	2.21472579869742			4.37744821355192e-06
gene-LOC105334552|LOC105334552	2.00391961348765			3.92481430217255e-15
gene-LOC105321152|LOC105321152	2.09484778033922			5.801852885517e-10
gene-LOC105332415|LOC105332415	4.09884733423197			1.05562364018613e-13
gene-LOC105322542|LOC105322542	3.57133817454979			1.08704433038258e-20
gene-LOC105317441|LOC105317441	-2.22780429982063			0.00440811004814219
gene-LOC105342075|LOC105342075	-4.69639419147121			0.0153765555445876
gene-LOC105329105|LOC105329105	2.11151846323943			1.20095012900948e-06
gene-LOC105322366|LOC105322366	2.48050603096314			2.51694340404183e-05
gene-LOC105343032|LOC105343032	2.93301839104867			1.37672020640349e-11
gene-LOC105325936|LOC105325936	4.34591227989691			2.10181281536269e-16
gene-LOC105343033|LOC105343033	5.06751177940965			4.90298785288432e-14
gene-LOC105329012|LOC105329012	2.3057351218873			5.75992787233668e-10
gene-LOC105335270|LOC105335270	2.26478602129227			2.67188593087407e-14
gene-LOC105346578|LOC105346578	3.63294237536752			3.93481637759661e-05
gene-LOC105328317|LOC105328317	-2.92859653451471			0.0200298787890891
gene-LOC105343632|LOC105343632	3.01072546386634			1.80028933703902e-06
gene-LOC117683148|LOC117683148	7.73678343369263			1.17713318649768e-08
gene-LOC105321656|LOC105321656	2.99705738675767			1.24950163961949e-33
gene-LOC117687694|LOC117687694	4.68736392258785			0.00396519777494743
gene-LOC105330217|LOC105330217	-2.17249218751671			0.00778872549354716
gene-LOC105327891|LOC105327891	5.10685315215351			0.00102112048469953
gene-LOC105327371|LOC105327371	5.93518375287367			6.74495895638578e-05
gene-LOC105342406|LOC105342406	-3.32383168320615			3.16180034759838e-07
gene-LOC105346177|LOC105346177	7.43096220360296			1.55154239513516e-07
gene-LOC105336251|LOC105336251	2.0620693555242			0.000245859656598984
gene-LOC105326021|LOC105326021	2.35409131924618			1.26772600011631e-05
gene-LOC105334885|LOC105334885	6.21931369363502			2.72435001071458e-05
gene-LOC117692892|LOC117692892	-6.0458400732316			0.00152198490773883
gene-LOC109619752|LOC109619752	4.19255998190502			2.56969060993422e-09
gene-LOC117692432|LOC117692432	-2.02606971867689			0.0154355023535759
gene-LOC117690701|LOC117690701	2.57780746588211			6.95181496683512e-17
gene-LOC105321257|LOC105321257	4.93388501694643			1.05607998442928e-40
gene-LOC105328851|LOC105328851	9.50175898881619			7.72063318077316e-13
gene-LOC105322094|LOC105322094	2.09737043974207			6.03401038427493e-11
gene-LOC105334196|LOC105334196	2.19621722204076			1.26760395623096e-13
gene-LOC117691189|LOC117691189	2.0010659538993			7.48852475808185e-09
gene-LOC117692603|LOC117692603	2.1778457742783			6.32978982382906e-12
gene-LOC117692604|LOC117692604	2.24892359522901			3.8655684395018e-13
gene-LOC117684394|LOC117684394	2.0715249865038			4.97152553268663e-16
gene-LOC105328917|LOC105328917	3.60006716949792			3.91682827666274e-58
gene-LOC105342064|LOC105342064	-2.50187943789872			0.0154315358136652
gene-LOC117690579|LOC117690579	-2.21550312298909			0.0478686979696627
gene-LOC105328298|LOC105328298	-2.33836700558543			1.37573240427501e-08
gene-LOC105319208|LOC105319208	3.13295798028713			7.09195209421233e-28
gene-LOC105334015|LOC105334015	4.74134697782679			3.64496549620001e-17
gene-LOC117689189|LOC117689189	3.02468464937508			9.29748721700472e-35
gene-LOC105331780|LOC105331780	4.15624603409536			0.0222794768360325
gene-LOC117681810|LOC117681810	2.28239124361959			0.00170374712510503
gene-LOC105324717|LOC105324717	-2.09344598724011			0.00555548184855976
gene-LOC117692240|LOC117692240	-2.12339435782859			0.0104596417095673
gene-LOC105337716|LOC105337716	3.50340403346852			1.52677889843567e-27
gene-LOC105345571|LOC105345571	2.29478594133765			3.58709783808748e-08
gene-LOC105347244|LOC105347244	2.45978572373606			6.38386486399307e-27
gene-LOC117690880|LOC117690880	2.69207320222869			3.55210119877582e-23
gene-LOC105318026|LOC105318026	3.38710524784045			1.06797713259192e-09
gene-LOC105331186|LOC105331186	-2.36396467269362			0.0189035476618647
gene-LOC117684979|LOC117684979	-2.20840224924046			0.0490078436275186
gene-LOC105346234|LOC105346234	2.63251722208998			7.41754821827762e-08
gene-LOC105346235|LOC105346235	2.90613585442854			1.85998638063274e-06
gene-LOC105335333|LOC105335333	2.75127261673373			1.81965540791826e-11
gene-LOC117688890|LOC117688890	5.53559995873107			0.00024379187956116
