gene_id	log2FoldChange	lfcSE	pvalue	padj
gene-LOC105320749|LOC105320749	4.17973509594491			1.74567141447345e-121
gene-LOC105317983|LOC105317983	2.67627761180362			1.85445539567e-23
gene-LOC105345163|LOC105345163	2.04042310989247			0.0138692041009198
gene-LOC105326341|LOC105326341	4.1863624238456			5.44585929244943e-55
gene-LOC105340911|LOC105340911	-2.3890998411617			0.00497826835162359
gene-LOC105337015|LOC105337015	2.06012595771283			9.75359283380674e-13
gene-LOC105322704|LOC105322704	2.90937020379521			2.11525343545843e-05
gene-LOC105328300|LOC105328300	2.13263434256759			0.000195115418667452
gene-LOC105340263|LOC105340263	2.33651721025785			1.53161821577826e-25
gene-LOC105331279|LOC105331279	2.75832208662351			4.33998229538751e-42
gene-LOC105324495|LOC105324495	3.75774806594124			4.83069932933174e-37
gene-LOC117692005|LOC117692005	2.89409880633374			1.49030224133864e-07
gene-LOC117680358|LOC117680358	4.35643378507222			3.07425034171218e-20
gene-LOC105334815|LOC105334815	4.61960065832323			3.58774580132633e-38
gene-LOC105334814|LOC105334814	3.95471333947345			1.65229497158037e-16
gene-LOC117692263|LOC117692263	2.02706539791053			0.00185542215318647
gene-LOC105323879|LOC105323879	2.1498914352396			2.64070616729939e-22
gene-LOC117692266|LOC117692266	2.0435294073677			1.7878371617642e-19
gene-LOC105322681|LOC105322681	3.57253785591086			7.09773336468463e-05
gene-LOC105347278|LOC105347278	3.46656763786611			3.68839494547819e-22
gene-LOC105320148|LOC105320148	3.55502722403299			7.98951057957875e-08
gene-LOC105317679|LOC105317679	2.33349835856283			0.000991686111592187
gene-LOC105345814|LOC105345814	2.21963216413472			2.02802006008406e-20
gene-LOC105340329|LOC105340329	2.47262508175512			4.567364826317e-26
gene-LOC105344779|LOC105344779	2.11460229176746			4.31227705921083e-05
gene-LOC105335447|LOC105335447	2.13528138287217			4.17094724158318e-05
gene-LOC105336296|LOC105336296	3.66159640652736			1.23418455155596e-43
gene-LOC105343860|LOC105343860	3.52891328748402			3.56589203354888e-13
gene-LOC105348808|LOC105348808	5.03000937151162			2.12315847392562e-24
gene-LOC105320699|LOC105320699	5.73518236815088			3.71439591024745e-15
gene-LOC117685400|LOC117685400	5.79183384728526			0.0063346944394992
gene-LOC105346880|LOC105346880	2.50624734797335			5.76759976509422e-14
gene-LOC105322297|LOC105322297	8.7834263585673			0.0280562330206188
gene-LOC105321584|LOC105321584	3.00512075793222			1.50027215271442e-11
gene-LOC105349146|LOC105349146	2.024926234865			6.5909820794513e-06
gene-LOC105348863|LOC105348863	2.14933019589646			5.54096947585783e-12
gene-LOC105321498|LOC105321498	2.04692525154104			2.59453526658906e-16
gene-LOC105334568|LOC105334568	2.36856589335583			2.180729551077e-16
gene-LOC117681842|LOC117681842	2.03565070399841			1.28815192894704e-14
gene-LOC105342144|LOC105342144	2.13126831592448			2.20273140168579e-12
gene-LOC117685485|LOC117685485	2.23856878783245			0.00176823559237374
gene-LOC105348868|LOC105348868	2.26038545860033			8.44717117913663e-29
gene-LOC105324963|LOC105324963	5.61444511778025			0.000169385948532999
gene-LOC117691193|LOC117691193	4.29325118897906			2.10016307625478e-61
gene-LOC105333215|LOC105333215	2.48470512300677			1.11835476338645e-29
gene-LOC105330356|LOC105330356	3.18720486335644			2.9236546628164e-10
gene-LOC105337886|LOC105337886	4.65632051368351			2.22221502801156e-71
gene-LOC105333973|LOC105333973	3.63376459765256			9.15844831531008e-05
gene-LOC105349020|LOC105349020	2.00184065442088			4.2277320110531e-18
gene-LOC105337074|LOC105337074	3.09846577917681			4.68445886591018e-06
gene-LOC105344724|LOC105344724	-2.04920195126501			0.000104792667019389
gene-LOC105347674|LOC105347674	-3.58880503752645			7.10194747303613e-06
gene-LOC105332212|LOC105332212	2.54997364362654			2.27999432740245e-09
gene-LOC105334510|LOC105334510	3.09387431162633			4.88803446361964e-08
gene-LOC105348304|LOC105348304	3.14592640744012			2.60853411611118e-08
gene-LOC105322484|LOC105322484	2.62495388766747			1.80028933703902e-06
gene-LOC117680673|LOC117680673	2.92747722018684			6.72708080256151e-07
gene-LOC105348305|LOC105348305	3.33594648831675			2.54832202522661e-09
gene-LOC105334234|LOC105334234	2.77875392002236			6.88716693637092e-06
gene-LOC105338339|LOC105338339	2.250116706249			3.29123742145081e-12
gene-LOC105324823|LOC105324823	2.01348885282963			0.00533538638446456
